Shop;DayOfYear;TimePeriod;pharm_ItemsSold;pharm_Revenue
31;80;15;18;70.79
31;42;15;25;89.68
31;39;15;27;99.2
31;48;15;14;44.2
31;49;15;11;32.23
31;52;15;35;109.4
31;81;15;31;114.77
31;27;15;25;73.95
31;9;15;28;75.42
31;18;15;25;98.44
31;28;15;28;73.85
31;15;15;28;81.7
31;21;15;25;76.21
31;26;15;29;86.5
31;33;15;20;58.32
31;36;15;8;11.13
31;3;15;7;20.01
31;60;15;18;43.65
31;67;15;17;52.15
31;46;15;21;41.9
31;47;15;24;50.6
31;51;15;21;74.95
31;53;15;18;65.02
31;70;15;20;60.88
31;72;15;30;77.67
31;74;15;18;50.8
31;76;15;18;35.46
31;78;15;23;62.68
31;84;15;8;25.65
31;89;15;9;36.43
31;69;15;23;82.09
31;41;15;14;31.44
31;44;15;11;32.02
31;56;15;17;49.39
31;59;15;11;45.62
31;62;15;21;41.31
31;63;15;9;25.68
31;71;15;24;45.06
31;90;15;9;23.83
31;1;15;25;59.57
31;19;15;26;86.08
31;30;15;27;77.52
31;37;15;26;77.03
31;31;15;20;55.25
31;25;15;29;86.11
31;5;15;25;69.87
31;11;15;31;102.62
31;16;15;14;52.38
31;17;15;25;52.37
31;35;15;8;30.68
31;38;15;9;34.22
33;49;15;23;51.2
33;51;15;23;75.15
33;54;15;38;86.48
33;88;15;14;49.75
33;39;15;24;94.11
33;48;15;35;93.53
33;57;15;24;90.68
33;67;15;28;99.72
33;85;15;20;40.02
33;40;15;18;66.29
33;43;15;14;47.73
33;45;15;31;96.65
33;53;15;18;30.25
33;92;15;28;83.56
33;2;15;37;125.71
33;4;15;43;107.24
33;5;15;20;60
33;18;15;28;86.1
33;37;15;28;76.85
33;1;15;24;71.5
33;3;15;35;112.35
33;9;15;21;52.76
33;11;15;27;94.96
33;23;15;36;87.22
33;26;15;20;56.44
33;29;15;17;50.21
33;33;15;35;133.01
33;38;15;17;51.67
33;36;15;30;104.34
33;19;15;27;68.32
33;22;15;20;69.33
33;90;15;23;76.63
33;41;15;29;66.43
33;56;15;28;73.56
33;62;15;29;76.89
33;74;15;18;55.14
33;76;15;28;82.34
33;63;15;25;83.6
33;75;15;24;76.91
33;69;15;23;78.88
33;79;15;20;70.07
33;78;15;17;46.95
33;50;15;20;70.06
33;52;15;23;60.48
33;61;15;18;53.84
33;64;15;31;68.87
33;71;15;18;46.41
33;80;15;24;47.55
33;13;15;33;111.02
33;27;15;33;117.68
33;24;15;18;53.7
33;10;15;8;20.92
33;35;15;18;40.12
33;77;15;35;130.6
33;42;15;30;83.48
33;68;15;9;27.74
33;70;15;35;118.85
33;84;15;35;92.75
33;55;15;42;112.02
33;87;15;18;37.52
33;28;15;45;141.47
33;6;15;38;127.28
33;20;15;29;64.68
33;14;15;25;90.43
33;15;15;34;114.45
33;32;15;20;55.13
33;34;15;29;77.2
33;12;15;17;36.45
26;83;15;40;110.93
26;48;15;34;93.59
26;51;15;20;56.48
26;52;15;28;87.6
26;56;15;40;126.78
26;60;15;23;80.4
26;63;15;28;80.17
26;64;15;38;96.84
26;67;15;28;125.65
26;78;15;32;93.23
26;79;15;23;69.72
26;82;15;18;63.94
26;90;15;26;71.71
26;55;15;47;157.89
26;74;15;21;50.57
26;59;15;26;77.05
26;44;15;37;86.29
26;47;15;36;116
26;70;15;24;78.65
26;71;15;28;89.8
26;75;15;36;111.51
26;86;15;18;47.72
26;27;15;35;73.32
26;4;15;24;75.16
26;7;15;27;75.07
26;8;15;25;69.68
26;15;15;51;107.79
26;16;15;44;142.92
26;19;15;28;89.96
26;20;15;32;94.07
26;23;15;30;90.87
26;28;15;45;105.82
26;34;15;64;213.81
26;37;15;28;78.3
26;3;15;42;105.43
26;31;15;26;75.2
26;12;15;38;94.94
26;36;15;27;91.64
26;11;15;32;79.38
26;53;15;27;71.81
26;65;15;35;111.77
26;68;15;4;8.38
26;72;15;42;131.76
26;50;15;37;107.37
26;43;15;31;97.58
26;57;15;26;100.96
26;66;15;27;91.73
26;80;15;25;70.47
26;81;15;31;114.88
26;17;15;36;79.1
26;9;15;37;118.57
26;25;15;31;68.99
26;89;15;23;56.63
26;42;15;43;161.15
26;49;15;35;109.6
26;61;15;35;97.94
26;62;15;23;69.06
26;69;15;36;115.47
26;73;15;17;74.37
26;76;15;37;129.94
26;77;15;29;76.44
26;84;15;23;70.97
26;41;15;38;134.55
26;45;15;23;65.87
26;54;15;33;122.29
26;58;15;35;111.11
26;88;15;6;17.78
26;92;15;27;70.79
26;2;15;44;119.98
26;13;15;42;129.73
26;6;15;50;129.13
26;10;15;26;54.71
26;14;15;49;111.81
26;21;15;42;114.59
26;26;15;41;127.82
26;29;15;23;73.58
26;32;15;41;107.4
26;5;15;36;124.09
26;38;15;36;107.92
26;1;15;33;101.82
26;18;15;29;74.74
26;22;15;46;154.28
26;33;15;34;90.43
26;35;15;25;93.3
35;41;15;45;152.74
35;44;15;41;114.63
35;50;15;17;33.33
35;56;15;42;143.91
35;63;15;53;111.25
35;69;15;50;170.57
35;78;15;23;73.66
35;79;15;34;113.99
35;84;15;59;152.22
35;91;15;38;129.73
35;51;15;23;74.55
35;49;15;46;146
35;39;15;49;160.64
35;42;15;44;107.6
35;48;15;58;174.69
35;54;15;45;167.43
35;55;15;35;93.63
35;58;15;25;91.56
35;70;15;46;143.65
35;83;15;60;187.42
35;65;15;31;75.72
35;14;15;55;142.52
35;37;15;41;163.93
35;22;15;38;123.36
35;32;15;33;111.49
35;26;15;46;117.38
35;6;15;47;107.04
35;13;15;64;161.82
35;16;15;43;129.74
35;35;15;50;146.39
35;38;15;28;84.71
35;1;15;39;99.34
35;2;15;87;242.61
35;18;15;34;87.81
35;23;15;27;83.01
35;24;15;25;84.88
35;33;15;21;77.22
35;34;15;53;163.23
35;27;15;52;141.43
35;15;15;28;93.35
35;46;15;30;75.59
35;53;15;36;89.16
35;57;15;29;65.24
35;64;15;34;117.4
35;67;15;37;82.15
35;75;15;38;113.26
35;45;15;30;100.27
35;59;15;17;70.91
35;20;15;68;169.81
35;7;15;55;240.34
35;8;15;33;98.02
35;12;15;35;100.77
35;28;15;60;151.7
35;82;15;40;129.77
35;40;15;37;136.91
35;61;15;21;65.81
35;66;15;32;88.67
35;68;15;63;174.17
35;76;15;42;135.12
35;77;15;63;178.04
35;47;15;32;83.83
35;52;15;35;97.84
35;62;15;32;114.48
35;4;15;33;96.93
35;9;15;44;146.47
35;19;15;40;130.62
35;21;15;73;192.81
35;25;15;33;98.64
35;31;15;37;124.14
35;10;15;32;58.25
35;5;15;43;139.65
35;11;15;28;67.16
35;71;15;21;62.29
35;72;15;20;63.37
35;73;15;24;61.3
35;80;15;26;96.77
35;85;15;35;95.78
35;88;15;36;81.43
35;89;15;18;73.75
35;3;15;45;170.42
35;17;15;38;94.14
35;29;15;30;87.53
31;91;15;6;28.82
27;47;15;22;76.8
27;63;15;22;53.58
27;61;15;22;61.46
21;74;15;22;51.61
21;54;15;22;60.37
21;6;15;22;69.8
21;55;15;22;68.17
21;61;15;22;71.44
25;66;15;22;72.46
25;9;15;22;53.87
17;20;15;22;48.09
17;71;15;22;65.03
20;61;15;22;50.16
20;82;15;22;80.75
20;14;15;22;70.32
20;16;15;22;67.84
23;65;15;22;74.91
23;4;15;22;57.85
23;33;15;22;78.94
36;39;15;22;58.59
36;88;15;22;68.35
34;85;15;22;39.12
24;87;15;22;78.51
24;23;15;22;65.92
30;80;15;22;84.9
37;60;15;22;82.44
36;90;15;22;66.25
36;23;15;22;95.36
28;43;15;22;64.57
28;67;15;22;87.19
28;81;15;22;61.15
36;71;15;22;49.7
36;49;15;22;60.17
19;15;15;22;72.81
19;70;15;22;72.6
19;1;15;22;52.62
19;19;15;22;71.04
19;44;15;22;79.78
19;86;15;22;76.94
19;32;15;22;87.25
19;25;15;22;83.05
47;57;15;22;71.74
47;43;15;22;57.83
47;48;15;22;36.13
47;71;15;22;44.94
47;13;15;22;81.7
47;26;15;22;72.13
28;4;15;22;67.8
31;83;15;22;64.29
31;8;15;22;74.58
31;20;15;22;51.86
31;66;15;22;57.31
31;23;15;22;79.85
31;12;15;22;68.72
33;89;15;22;83.15
33;47;15;22;46.64
33;60;15;22;70.13
33;8;15;22;89.41
33;21;15;22;64.51
33;17;15;22;51
26;39;15;22;69.32
26;40;15;22;52.53
26;85;15;22;70.22
26;30;15;22;64.14
29;72;15;22;44.6
35;74;15;22;78.65
35;36;15;22;52.59
35;87;15;22;46.72
48;60;15;22;52.58
27;60;15;16;51.47
27;40;15;16;50.76
27;73;15;16;31.2
27;32;15;16;35.28
27;22;15;16;42.09
27;90;15;16;46.62
21;92;15;16;64.76
21;48;15;16;58.52
21;29;15;16;46.85
21;11;15;16;44.2
25;31;15;16;32.74
25;72;15;16;45.11
25;29;15;16;58.05
17;55;15;16;51.32
17;85;15;16;51.4
17;39;15;16;60.77
17;50;15;16;76.71
17;5;15;16;45.55
17;3;15;16;52.27
17;26;15;16;44.59
17;37;15;16;49.67
20;80;15;16;43.81
20;92;15;16;69.89
20;64;15;16;46.29
20;3;15;16;47.44
20;62;15;16;70.43
20;78;15;16;26.89
20;66;15;16;47.27
23;85;15;16;60.37
23;82;15;16;43.7
23;66;15;16;46.06
23;38;15;16;47.58
38;46;15;16;17.88
38;34;15;16;55.71
38;74;15;16;35.09
38;22;15;16;49.6
38;26;15;16;60.66
36;32;15;16;47.37
36;29;15;16;38.4
36;80;15;16;42.42
37;72;15;16;72.04
37;80;15;16;58.95
37;30;15;16;35.64
34;6;15;16;34.18
34;69;15;16;43.24
34;29;15;16;50.32
34;30;15;16;60.11
18;11;15;16;50.01
18;14;15;16;57.84
18;25;15;16;57.51
24;11;15;16;41.25
24;17;15;16;51.75
24;8;15;16;47.04
34;83;15;16;35.77
36;33;15;16;36.81
36;25;15;16;50.47
28;68;15;16;52.17
28;2;15;16;50.19
20;12;15;16;38.15
19;12;15;16;49.23
47;86;15;16;45.14
31;64;15;16;46.44
31;2;15;16;63.67
31;85;15;16;53.75
31;40;15;16;45.37
31;86;15;16;32.61
33;30;15;16;53.61
33;82;15;16;51.35
26;91;15;16;49.92
29;59;15;16;35.18
35;81;15;16;35.33
27;37;15;15;51.56
27;29;15;15;39.37
27;75;15;15;34.01
27;79;15;15;42.43
27;65;15;15;50.93
27;17;15;15;41.05
21;41;15;15;36.86
21;16;15;15;41.41
25;67;15;15;61.92
25;64;15;15;51.22
20;2;15;15;50.27
20;31;15;15;53.27
23;7;15;15;31.15
23;44;15;15;35.28
23;50;15;15;43.34
23;12;15;15;47.15
23;23;15;15;37.37
23;76;15;15;38.37
23;83;15;15;32.01
23;34;15;15;35.87
38;10;15;15;26.75
38;78;15;15;35.88
38;81;15;15;45.35
38;12;15;15;40.17
38;19;15;15;45.95
38;84;15;15;43.01
36;34;15;15;49.4
36;62;15;15;44.79
36;4;15;15;48.22
37;1;15;15;40.13
37;67;15;15;42.23
37;64;15;15;49.17
37;20;15;15;53.56
37;9;15;15;44.03
34;51;15;15;41.5
34;44;15;15;46.38
34;4;15;15;41.06
34;36;15;15;44.97
34;28;15;15;60.04
18;79;15;15;56.41
18;53;15;15;46.05
18;57;15;15;38.95
18;32;15;15;46.08
24;54;15;15;51.84
24;73;15;15;27.27
24;12;15;15;42.02
24;25;15;15;42.34
37;55;15;15;45.67
36;85;15;15;68.09
36;10;15;15;30.7
36;43;15;15;62.73
47;81;15;15;45.65
47;6;15;15;54.35
47;67;15;15;54.99
34;21;15;15;45.65
34;33;15;15;56.08
19;77;15;15;36.28
19;50;15;15;27.89
19;52;15;15;37.45
19;57;15;15;46.2
19;38;15;15;43.54
19;4;15;15;64.78
31;87;15;15;51.21
31;29;15;15;62.42
31;32;15;15;62.24
31;45;15;15;42.52
31;10;15;15;43.03
31;14;15;15;45.19
33;44;15;15;38.43
33;58;15;15;38.22
33;59;15;15;60.5
33;83;15;15;49.17
33;91;15;15;50.33
27;81;15;10;24.47
27;86;15;10;28.6
25;84;15;10;27.76
17;9;15;10;38.45
17;62;15;10;19.81
17;87;15;10;22.18
17;51;15;10;33.69
17;90;15;10;29.7
20;60;15;10;28.64
20;4;15;10;45.45
20;74;15;10;27.75
20;58;15;10;25.58
20;6;15;10;35.89
23;19;15;10;32.96
23;29;15;10;19.29
23;56;15;10;27.97
23;13;15;10;36.14
23;70;15;10;34.97
23;87;15;10;25.82
23;41;15;10;25.67
23;58;15;10;42.49
23;59;15;10;25.23
23;62;15;10;19.57
38;73;15;10;18.67
38;79;15;10;32.47
38;92;15;10;40.18
38;40;15;10;34.64
38;80;15;10;31.32
38;1;15;10;31.12
38;16;15;10;23.15
38;69;15;10;20.32
38;61;15;10;26.05
38;30;15;10;24.38
38;29;15;10;47.85
36;38;15;10;17.83
36;79;15;10;22.4
36;92;15;10;33.29
37;71;15;10;43.43
37;22;15;10;14.59
37;10;15;10;37.39
37;15;15;10;19.91
34;59;15;10;29.82
34;71;15;10;28.61
18;91;15;10;46.39
18;71;15;10;31.71
18;18;15;10;47.34
18;29;15;10;44.71
24;66;15;10;28.88
24;80;15;10;26.27
36;56;15;10;20.39
37;33;15;10;30.3
37;70;15;10;28.43
37;50;15;10;32.99
34;90;15;10;24.14
36;84;15;10;21.61
28;77;15;10;25.16
36;44;15;10;26.42
34;50;15;10;24.21
34;86;15;10;17.07
34;53;15;10;24.74
18;58;15;10;34.42
18;75;15;10;26.52
18;84;15;10;27.87
19;76;15;10;36.02
19;11;15;10;33.72
19;66;15;10;21.06
19;79;15;10;32.15
47;1;15;10;44.09
31;58;15;10;47.54
33;25;15;10;42.72
33;73;15;10;31.33
33;86;15;10;31.61
33;16;15;10;33.59
33;72;15;10;23.58
27;44;15;19;47.58
27;50;15;19;57.58
27;15;15;19;44.65
27;72;15;19;67.33
27;38;15;19;50.78
27;9;15;19;57.02
21;73;15;19;59.03
25;51;15;19;43.19
25;70;15;19;50.96
25;19;15;19;84.48
25;91;15;19;32.07
25;82;15;19;58.42
25;65;15;19;62.95
25;69;15;19;67.48
25;16;15;19;40.88
25;13;15;19;82.75
20;67;15;19;43.84
20;43;15;19;71.56
20;17;15;19;64.78
20;70;15;19;36.76
20;89;15;19;68.28
23;78;15;19;60.42
23;81;15;19;59.31
23;40;15;19;49.29
38;50;15;19;50.75
36;52;15;19;55.13
36;67;15;19;50.04
37;91;15;19;56.28
34;10;15;19;41.65
34;38;15;19;53.77
18;67;15;19;67.39
18;44;15;19;84.11
24;51;15;19;38.97
24;78;15;19;45.09
24;79;15;19;63.06
24;89;15;19;62.36
24;81;15;19;66.7
24;31;15;19;33.83
24;26;15;19;71.52
37;69;15;19;49.7
37;56;15;19;71.33
36;40;15;19;53.33
36;66;15;19;70.52
28;59;15;19;57.71
28;86;15;19;67.83
36;57;15;19;61.51
47;38;15;19;62.14
18;39;15;19;51.3
18;7;15;19;65.38
19;46;15;19;34.93
19;20;15;19;68.39
19;53;15;19;53.55
47;75;15;19;44.86
47;79;15;19;72.11
47;68;15;19;51.45
28;62;15;19;37.33
31;57;15;19;69.93
31;61;15;19;46.12
31;79;15;19;47.53
31;13;15;19;68.83
31;6;15;19;55.62
31;7;15;19;57.35
31;22;15;19;72.51
31;34;15;19;54.41
31;24;15;19;57.65
33;65;15;19;52.2
33;66;15;19;48.04
33;46;15;19;47.93
33;31;15;19;60.86
33;7;15;19;41.49
26;24;15;19;55.1
26;46;15;19;56.29
29;60;15;19;69.59
35;90;15;19;64.16
35;92;15;19;63.87
35;43;15;19;54.57
35;86;15;19;57.76
22;71;15;19;56.48
27;85;15;13;25.31
27;78;15;13;32.05
27;82;15;13;32.43
25;11;15;13;48.46
25;15;15;13;34.45
25;81;15;13;21.98
25;59;15;13;52.15
25;68;15;13;29.98
17;83;15;13;31.57
17;58;15;13;31.25
17;65;15;13;54.44
17;40;15;13;32.28
17;78;15;13;47.3
17;10;15;13;58.51
17;30;15;13;38.38
20;40;15;13;24.06
20;51;15;13;31.62
20;75;15;13;58.96
20;44;15;13;37.97
20;33;15;13;28.49
20;57;15;13;40.81
20;41;15;13;40.92
20;76;15;13;39
23;47;15;13;41.35
23;53;15;13;29.79
23;49;15;13;41.6
23;88;15;13;37.71
23;32;15;13;35.96
23;8;15;13;35.17
23;80;15;13;45.24
23;28;15;13;30.56
23;11;15;13;27.07
38;43;15;13;39.32
38;64;15;13;47.03
38;37;15;13;53.02
38;32;15;13;30.42
38;54;15;13;40.46
38;65;15;13;40.79
38;5;15;13;35.3
38;6;15;13;28.86
38;56;15;13;40.95
36;77;15;13;34.65
36;74;15;13;23.14
37;85;15;13;39.82
37;74;15;13;41.65
34;76;15;13;37.61
34;84;15;13;49.87
34;14;15;13;31.04
18;69;15;13;60.75
18;65;15;13;49.09
18;51;15;13;39.65
18;15;15;13;30.77
18;34;15;13;41.7
18;20;15;13;47.5
18;30;15;13;54.47
24;53;15;13;31.3
24;61;15;13;38.88
24;18;15;13;38.71
24;9;15;13;41.08
37;43;15;13;33.95
37;45;15;13;31.42
34;87;15;13;32.22
36;12;15;13;30.62
34;57;15;13;27.76
34;2;15;13;28.45
18;88;15;13;37.7
18;38;15;13;41.04
19;42;15;13;38.5
19;92;15;13;32.93
19;58;15;13;32.02
19;65;15;13;34.13
19;85;15;13;54.43
19;81;15;13;33.65
31;82;15;13;56.16
31;88;15;13;29.63
31;77;15;13;43.45
31;54;15;13;40.82
31;50;15;13;52.81
31;4;15;13;30.88
33;81;15;13;45
27;80;15;12;40.85
27;58;15;12;31.71
21;70;15;12;26.69
21;14;15;12;42.83
25;62;15;12;23.27
25;79;15;12;47.28
25;85;15;12;40.78
17;7;15;12;26.71
17;70;15;12;16.91
17;66;15;12;36.54
17;67;15;12;32.8
17;12;15;12;31.73
17;13;15;12;35.41
17;23;15;12;52.36
17;24;15;12;42.92
20;84;15;12;24.49
20;42;15;12;41.02
20;35;15;12;41.1
20;19;15;12;37.34
20;72;15;12;37.02
20;45;15;12;39.55
20;38;15;12;28.38
20;11;15;12;39.07
20;69;15;12;32.35
23;60;15;12;43.72
23;9;15;12;23.58
23;74;15;12;25.58
23;55;15;12;36.55
23;16;15;12;36.13
23;10;15;12;40.85
23;21;15;12;36.36
38;51;15;12;36.18
38;49;15;12;35.97
38;62;15;12;32.92
38;20;15;12;33.74
38;85;15;12;27.81
38;55;15;12;27.01
38;8;15;12;18.54
38;48;15;12;32.85
37;68;15;12;35.68
37;40;15;12;24.97
37;54;15;12;20.84
37;21;15;12;36.12
34;63;15;12;40.6
34;62;15;12;33.52
34;66;15;12;52.84
34;55;15;12;45.38
34;32;15;12;21.2
34;19;15;12;29.33
34;17;15;12;45
18;80;15;12;44.32
18;56;15;12;26.24
18;37;15;12;15.65
24;74;15;12;42.86
24;44;15;12;36.04
24;47;15;12;37.52
24;57;15;12;50.25
24;60;15;12;24.09
24;4;15;12;22.34
24;30;15;12;44.35
24;36;15;12;27.98
36;58;15;12;34.02
37;90;15;12;38.59
37;42;15;12;19.31
37;47;15;12;45.12
37;35;15;12;29.85
34;79;15;12;33.89
34;81;15;12;48.55
36;82;15;12;27.41
36;64;15;12;40.04
36;37;15;12;31.5
28;58;15;12;41.6
47;58;15;12;38.11
47;3;15;12;39.9
34;41;15;12;35.19
34;64;15;12;40.02
34;89;15;12;48.83
34;16;15;12;43.7
34;24;15;12;34.1
34;37;15;12;45.58
36;24;15;12;29.92
18;16;15;12;44
18;76;15;12;50.87
19;87;15;12;34.12
19;89;15;12;16.38
19;56;15;12;37.14
19;49;15;12;41.6
19;74;15;12;49.83
19;18;15;12;34.96
19;21;15;12;29.66
31;92;15;12;40.93
31;43;15;12;44.98
31;55;15;12;31.49
26;87;15;12;28.05
35;30;15;12;33.5
35;60;15;12;33.93
21;32;11;20;63.87
21;87;11;20;72.43
21;5;11;20;69.39
21;19;11;20;62.71
27;66;11;20;37.29
27;24;11;20;69.01
27;86;11;20;52.25
17;56;11;20;47.09
17;86;11;20;54.26
17;19;11;20;61.53
17;21;11;20;54.72
17;74;11;20;48.68
17;71;11;20;62.84
17;91;11;20;77.69
17;14;11;20;63.14
17;30;11;20;49.03
17;15;11;20;58.64
25;70;11;20;68.09
25;16;11;20;52.93
20;88;11;20;49.99
20;44;11;20;73.89
23;80;11;20;51.84
23;33;11;20;51.87
23;60;11;20;73.11
23;61;11;20;51.99
23;44;11;20;57.34
23;52;11;20;42.78
38;81;11;20;32.63
38;37;11;20;67.63
36;51;11;20;48.13
34;26;11;20;82.78
18;27;11;20;70.95
24;64;11;20;61.47
24;86;11;20;31.63
24;16;11;20;71.02
30;18;11;20;84.72
37;63;11;20;37.47
36;84;11;20;54.31
36;82;11;20;46.73
36;25;11;20;49.99
28;88;11;20;41.56
28;16;11;20;54.95
48;59;11;20;50.02
29;59;11;20;83.91
22;62;11;20;55.7
22;66;11;20;72.52
22;89;11;20;41.31
26;40;11;20;56.55
26;52;11;20;56.72
26;61;11;20;74
26;75;11;20;52.76
26;53;11;20;65.68
26;48;11;20;55.36
26;63;11;20;46.18
35;71;11;20;58.7
35;82;11;20;68.14
35;5;11;20;57.35
35;67;11;20;63.37
33;59;11;20;53.43
33;54;11;20;68.64
33;90;11;20;64.75
33;74;11;20;64.9
33;11;11;20;49.97
33;30;11;20;63.89
31;85;11;20;55.97
31;48;11;20;60.13
31;57;11;20;74.14
31;66;11;20;53.36
31;92;11;20;75.81
30;87;11;20;79.98
30;1;11;20;87.7
19;43;11;20;40
19;59;11;20;40.36
19;40;11;20;51.73
19;14;11;20;51.28
19;64;11;20;79.6
28;79;11;20;46.62
47;75;11;20;87.53
47;64;11;20;76.68
47;59;11;20;80.21
18;13;11;20;64.3
18;7;11;20;70.83
27;59;11;17;47.64
27;44;11;17;39.31
27;12;11;17;44.77
27;35;11;17;56.19
27;76;11;17;44.86
17;16;11;17;48.83
17;40;11;17;57.31
17;17;11;17;46.27
17;35;11;17;37.84
25;7;11;17;60.62
25;46;11;17;61.89
25;57;11;17;61.72
25;74;11;17;45.65
25;10;11;17;67.52
20;41;11;17;50.68
20;11;11;17;51.15
20;29;11;17;63.87
23;49;11;17;47.91
23;87;11;17;72.97
23;18;11;17;55.17
23;29;11;17;49.65
23;65;11;17;36.78
23;19;11;17;34.86
37;68;11;17;44.31
36;35;11;17;34.14
36;69;11;17;47.2
36;80;11;17;58.45
36;30;11;17;42.35
18;47;11;17;17.92
18;6;11;17;62.9
24;87;11;17;66.43
24;54;11;17;59.36
24;85;11;17;72.28
24;38;11;17;48.05
36;58;11;17;56.22
37;90;11;17;53.34
36;60;11;17;75.1
36;16;11;17;56.6
36;15;11;17;58.61
36;23;11;17;62.12
28;71;11;17;52.81
47;47;11;17;38.39
29;88;11;17;48.47
22;74;11;17;53.7
22;58;11;17;23.51
22;61;11;17;68.78
22;50;11;17;53.11
26;27;11;17;58.41
35;50;11;17;56.37
35;73;11;17;58.93
35;79;11;17;37.34
35;22;11;17;38.77
35;53;11;17;51.99
33;50;11;17;52.07
33;43;11;17;39.37
33;9;11;17;50.47
33;79;11;17;50.12
33;66;11;17;60.2
33;20;11;17;52.19
31;47;11;17;49.46
31;29;11;17;65.22
19;70;11;17;51.57
19;42;11;17;68.52
19;91;11;17;57.53
19;44;11;17;42
19;57;11;17;52.29
19;54;11;17;50.69
19;32;11;17;46.08
28;6;11;17;30.6
47;54;11;17;62.66
47;86;11;17;63.89
47;21;11;17;62.63
18;74;11;17;49.78
18;23;11;17;49.7
18;55;11;17;58.6
18;84;11;17;60.32
18;70;11;17;47.62
34;89;11;17;70.46
34;2;11;17;35.98
21;43;11;15;34.34
21;40;11;15;27.36
27;90;11;15;52.88
27;46;11;15;50.45
27;87;11;15;47.92
27;5;11;15;43.66
27;68;11;15;46.68
27;15;11;15;35.21
27;8;11;15;36.18
27;48;11;15;44.58
17;57;11;15;50.06
17;85;11;15;44.18
17;51;11;15;37.28
25;55;11;15;21.2
25;81;11;15;48.41
25;72;11;15;53.68
25;79;11;15;26.77
25;61;11;15;49.82
25;4;11;15;44.63
25;38;11;15;44.3
20;85;11;15;45.19
20;50;11;15;52.12
20;68;11;15;51.46
20;21;11;15;42.96
23;92;11;15;31.25
23;71;11;15;46.27
23;59;11;15;54.52
23;8;11;15;29.37
23;40;11;15;46.98
23;82;11;15;34.96
38;48;11;15;38.13
38;41;11;15;50.47
37;79;11;15;41.76
37;19;11;15;51.89
37;66;11;15;45.85
36;89;11;15;36.87
34;48;11;15;47.71
34;63;11;15;55.73
34;29;11;15;44.35
18;37;11;15;43.83
24;59;11;15;39.93
24;71;11;15;56.25
24;74;11;15;32.77
24;24;11;15;41.74
47;29;11;15;52.73
36;46;11;15;41.7
36;12;11;15;29.15
36;17;11;15;43.02
48;8;11;15;58.2
48;1;11;15;48.8
29;81;11;15;54.19
22;44;11;15;55
22;59;11;15;47.61
26;45;11;15;51.59
26;71;11;15;49.82
26;79;11;15;48.3
26;33;11;15;45.07
26;38;11;15;41.21
35;1;11;15;44.1
33;57;11;15;51.3
33;4;11;15;54.82
33;17;11;15;44.05
33;1;11;15;48.2
33;45;11;15;73.37
33;75;11;15;48.98
33;51;11;15;57.15
33;37;11;15;54.56
31;91;11;15;44.89
31;65;11;15;42.21
31;86;11;15;64.76
31;17;11;15;33.93
19;92;11;15;45.99
19;88;11;15;47.08
19;90;11;15;36.64
19;49;11;15;36.91
19;36;11;15;37.49
18;24;11;15;38.96
27;83;11;12;31.59
27;91;11;12;36.68
27;53;11;12;25.44
27;54;11;12;36.63
27;65;11;12;44.52
17;8;11;12;34.89
17;89;11;12;38.24
17;63;11;12;43.87
17;46;11;12;34.69
17;67;11;12;51.76
25;19;11;12;24.29
25;33;11;12;40.65
20;83;11;12;28.47
20;53;11;12;25.56
20;57;11;12;27.12
20;39;11;12;49.56
20;7;11;12;39.12
20;10;11;12;29.99
20;42;11;12;21.55
20;86;11;12;39.25
20;4;11;12;41.54
20;36;11;12;30.14
23;38;11;12;39.25
23;79;11;12;46.89
23;89;11;12;33.08
23;2;11;12;50.03
38;87;11;12;33.81
38;69;11;12;46.97
38;77;11;12;33.97
38;65;11;12;44.26
38;24;11;12;42.49
37;77;11;12;30.92
37;92;11;12;45.14
37;9;11;12;54.84
37;20;11;12;33.2
37;5;11;12;38.27
37;41;11;12;40.82
36;38;11;12;29.16
34;70;11;12;32.05
34;12;11;12;36.82
34;69;11;12;35.99
34;4;11;12;58.12
34;15;11;12;22.73
34;32;11;12;40.46
34;3;11;12;34.56
18;63;11;12;22.04
18;51;11;12;46.47
18;31;11;12;30.17
24;78;11;12;41.42
24;79;11;12;33.23
24;10;11;12;42.2
24;17;11;12;37.38
23;5;11;12;18.62
37;39;11;12;19.69
34;83;11;12;35.51
36;42;11;12;48.67
36;86;11;12;27.22
36;20;11;12;38.79
36;22;11;12;39.14
36;44;11;12;42.63
22;57;11;12;34.98
22;78;11;12;44.77
26;59;11;12;42.28
35;92;11;12;39.97
35;11;11;12;28.46
31;78;11;12;35.87
31;1;11;12;35.35
18;58;11;12;29.31
18;59;11;12;42.95
34;39;11;12;46.58
34;23;11;12;48.84
21;64;11;21;54.95
27;92;11;21;74.31
27;19;11;21;61.03
27;9;11;21;62.74
27;18;11;21;59.99
27;3;11;21;55.6
27;69;11;21;71.52
17;78;11;21;71.47
17;81;11;21;44.24
17;42;11;21;51.06
17;62;11;21;67.89
17;5;11;21;50.47
17;11;11;21;65.15
25;85;11;21;87.96
25;66;11;21;61.34
25;75;11;21;53.26
20;9;11;21;68.38
20;56;11;21;41.84
20;2;11;21;71.83
20;25;11;21;71.76
23;47;11;21;90.77
23;86;11;21;73.92
23;6;11;21;70.89
38;91;11;21;79.08
37;81;11;21;66.86
36;32;11;21;53.83
36;47;11;21;65.86
18;62;11;21;84.03
24;47;11;21;61.85
